X	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene.name
ENSG00000222037	1906.98828644398	6.82850406902653	0.533116944267921	12.8086419732981	1.46679142635565e-37	4.56362816482032e-33	IGLC6
ENSG00000273123	6.34574562314952	4.1460165431412	0.349858425449821	11.850555086134	2.13770069843561e-32	3.32551409152136e-28	AC020634.2
ENSG00000165449	111.86560837138	6.46555394586771	0.559782627562318	11.5501153975128	7.37213853928562e-31	7.64564487909312e-27	SLC16A9
ENSG00000171246	386.30319000998	4.58612806307534	0.413404582480052	11.0935588463068	1.34815341054461e-28	1.04862742655686e-24	NPTX1
ENSG00000075651	198.495857081332	3.67865219525635	0.344128628852562	10.6897592552011	1.1366563576953e-26	7.07295785139475e-23	PLD1
ENSG00000102780	1086.96216350418	3.23706581066223	0.304880771571632	10.6174810368508	2.47140155579063e-26	1.28154527675523e-22	DGKH
ENSG00000005421	16.5375907595989	6.58890886237101	0.628558444947687	10.4825715338522	1.03880061892543e-25	4.61717195094672e-22	PON1
ENSG00000166342	204.330910878698	6.09692714566526	0.597026005095335	10.2121634461998	1.74920451077034e-24	6.80287499294969e-21	NETO1
ENSG00000153944	19453.5769404227	1.17795000067586	0.11590407018186	10.1631461158145	2.89578337398435e-24	9.4449562806769e-21	MSI2
ENSG00000198807	243.88073030424	5.36953704337543	0.528573380347719	10.1585460846384	3.03569449448041e-24	9.4449562806769e-21	PAX9
ENSG00000176871	5418.10667422527	1.03146462746269	0.102845598775922	10.0292539470748	1.13369954804335e-23	3.20661763984297e-20	WSB2
ENSG00000065534	1332.04836649548	3.63086784053751	0.367454662035247	9.88113151273402	5.02621196421833e-23	1.20292717571327e-19	MYLK
ENSG00000197256	1419.80247669965	3.53847684194873	0.367923165966338	9.61743420709875	6.74936989709623e-22	1.31245716005222e-18	KANK2
ENSG00000158528	1454.95714283217	5.33822544243063	0.555675784070028	9.60672679189111	7.48919068810495e-22	1.37065405811182e-18	PPP1R9A
ENSG00000073282	134.785363349525	4.7607743265307	0.497956107216745	9.56063046026359	1.17041514346865e-21	2.02306257548556e-18	TP63
ENSG00000114541	261.430337536375	3.34975682285519	0.351274620746843	9.53600580575188	1.48439576586862e-21	2.43073712965634e-18	FRMD4B
ENSG00000152767	1563.78912231292	2.58924830053726	0.271975089113222	9.52016711890613	1.72900783492276e-21	2.68973103839759e-18	FARP1
ENSG00000176834	1601.54140048811	1.89118800213807	0.200079339823522	9.45219033512491	3.31813370616333e-21	4.91605209523141e-18	VSIG10
ENSG00000074803	49.36000041888	3.08585598218636	0.326843173764062	9.44139645521232	3.67843856530169e-21	4.97596778618398e-18	SLC12A1
ENSG00000136378	68.5318173276404	3.7050968825177	0.39235353774142	9.44326105442062	3.61354371046111e-21	4.97596778618398e-18	ADAMTS7
ENSG00000144290	333.465745195101	5.17940354097855	0.549188918742004	9.43100518641693	4.06177561421532e-21	5.26558436187838e-18	SLC4A10
ENSG00000169427	143.424174821469	3.71001768163886	0.394248421853212	9.41035518721794	4.94463139944871e-21	6.15369266924191e-18	KCNK9
ENSG00000227765	46.2378212565035	3.02921780123711	0.324726119090658	9.32853140892988	1.07347943673e-20	1.28458329673002e-17	MYL12BP2
ENSG00000145362	91.7319505734639	2.65662812272005	0.286456051886538	9.2741211268677	1.79089357309481e-20	2.06370636072959e-17	ANK2
ENSG00000197992	20.2585759771077	6.58203422524842	0.714887542231756	9.20709039732381	3.35084472969613e-20	3.7233868598227e-17	CLEC9A
